R1	R2	R3	P1	P2	P3	P4	P5	ID	Reaction_Energy
O1_0	H1C3_1		H1_0	C3O1_3				18	-0.17098268992300092
O1_0	H1C3_1		H1_0	C3O1_4				18	-0.12919491364799995
O1_0	H1C3_1		H1_0	C3O1_5				18	-0.18531749949000087
O1_0	H1C3_2		H1_0	C3O1_0				18	-0.1509421545930003
O1_0	H1C3_2		H1_0	C3O1_1				18	-0.3051569058840009
O1_0	H1C3_2		H1_0	C3O1_2				18	-0.18012294645200022
O1_0	H1C3_2		H1_0	C3O1_3				18	-0.19272981313300086
O1_0	H1C3_2		H1_0	C3O1_4				18	-0.1509420368579999
O1_0	H1C3_2		H1_0	C3O1_5				18	-0.2070646227000008
O1_0	C3N1_0		C1O1_0	C2N1_0				19	-0.29939105812700006
O1_0	C3N1_0		C1O1_0	C2N1_1				19	-0.2691560121940011
O1_0	C3N1_0		C1O1_0	C2N1_2				19	-0.30273043069500005
O1_0	C3N1_1		C1O1_0	C2N1_0				19	-0.3699657148269999
O1_0	C3N1_1		C1O1_0	C2N1_1				19	-0.33973066889400094
O1_0	C3N1_1		C1O1_0	C2N1_2				19	-0.3733050873949999
O1_0	C3N1_2		C1O1_0	C2N1_0				19	-0.2404901494330005
O1_0	C3N1_2		C1O1_0	C2N1_1				19	-0.21025510350000154
O1_0	C3N1_2		C1O1_0	C2N1_2				19	-0.2438295220010005
O1_0	C3N1_3		C1O1_0	C2N1_0				19	-0.30365622252999813
O1_0	C3N1_3		C1O1_0	C2N1_1				19	-0.27342117659699916
O1_0	C3N1_3		C1O1_0	C2N1_2				19	-0.3069955950979981
O1_0	C3N1_4		C1O1_0	C2N1_0				19	-0.30365788240399993
O1_0	C3N1_4		C1O1_0	C2N1_1				19	-0.27342283647100096
O1_0	C3N1_4		C1O1_0	C2N1_2				19	-0.3069972549719999
O1_0	C3N1_5		C1O1_0	C2N1_0				19	-0.28951237170100086
O1_0	C3N1_5		C1O1_0	C2N1_1				19	-0.2592773257680019
O1_0	C3N1_5		C1O1_0	C2N1_2				19	-0.29285174426900085
O1_0	C3N1_6		C1O1_0	C2N1_0				19	-0.1834371365599985
O1_0	C3N1_6		C1O1_0	C2N1_1				19	-0.15320209062699952
O1_0	C3N1_6		C1O1_0	C2N1_2				19	-0.18677650912799848
O1_0	C3N1_7		C1O1_0	C2N1_0				19	-0.2166244970159994
O1_0	C3N1_7		C1O1_0	C2N1_1				19	-0.18638945108300042
O1_0	C3N1_7		C1O1_0	C2N1_2				19	-0.21996386958399938
O1_0	C3N1_8		C1O1_0	C2N1_0				19	-0.2858197590079996
O1_0	C3N1_8		C1O1_0	C2N1_1				19	-0.25558471307500064
O1_0	C3N1_8		C1O1_0	C2N1_2				19	-0.2891591315759996
O1_0	C3O1_0		C1O1_0	C2O1_0				20	-0.2806332141009982
O1_0	C3O1_0		C1O1_0	C2O1_1				20	-0.31803718173599904
O1_0	C3O1_1		C1O1_0	C2O1_0				20	-0.12641846280999758
O1_0	C3O1_1		C1O1_0	C2O1_1				20	-0.16382243044499845
O1_0	C3O1_2		C1O1_0	C2O1_0				20	-0.25145242224200004
O1_0	C3O1_2		C1O1_0	C2O1_1				20	-0.2888563898770009
O1_0	C3O1_3		C1O1_0	C2O1_0				20	-0.2388455555609994
O1_0	C3O1_3		C1O1_0	C2O1_1				20	-0.27624952319600027
O1_0	C3O1_4		C1O1_0	C2O1_0				20	-0.28063333183600037
O1_0	C3O1_4		C1O1_0	C2O1_1				20	-0.31803729947100123
O1_0	C3O1_5		C1O1_0	C2O1_0				20	-0.22451074599399945
O1_0	C3O1_5		C1O1_0	C2O1_1				20	-0.2619147136290003
O1_0	C3O1_0		O2_0	C3_0				21	-0.07074711523699939
O1_0	C3O1_0		O2_0	C3_1				21	0.007653470271000273
O1_0	C3O1_1		O2_0	C3_0				21	0.0834676360540012
O1_0	C3O1_1		O2_0	C3_1				21	0.16186822156200087
O1_0	C3O1_2		O2_0	C3_0				21	-0.04156632337800126
O1_0	C3O1_2		O2_0	C3_1				21	0.03683426212999841
O1_0	C3O1_3		O2_0	C3_0				21	-0.02895945669700062
O1_0	C3O1_3		O2_0	C3_1				21	0.04944112881099905
O1_0	C3O1_4		O2_0	C3_0				21	-0.07074723297200158
O1_0	C3O1_4		O2_0	C3_1				21	0.007653352535998081
O1_0	C3O1_5		O2_0	C3_0				21	-0.014624647130000668
O1_0	C3O1_5		O2_0	C3_1				21	0.063775938377999
O1_0	C4_0		C1O1_0	C3_0				22	-0.2980795086850012
O1_0	C4_0		C1O1_0	C3_1				22	-0.21967892317700155
O1_0	C4_1		C1O1_0	C3_0				22	-0.3215080736459992
O1_0	C4_1		C1O1_0	C3_1				22	-0.24310748813799954
O1_0	C4_2		C1O1_0	C3_0				22	-0.3119531459869993
O1_0	C4_2		C1O1_0	C3_1				22	-0.23355256047899964
O1_0	C4_3		C1O1_0	C3_0				22	-0.24337404914299832
O1_0	C4_3		C1O1_0	C3_1				22	-0.16497346363499865
O1_0	C4_4		C1O1_0	C3_0				22	-0.4320020485630014
O1_0	C4_4		C1O1_0	C3_1				22	-0.35360146305500173
O1_0	H3C1_0		H1_0	C1O1_0	H2_0			23	-0.16562733793399964
O1_0	H3C1_0		H1_0	H2C1O1_0				24	-0.23673965559399957
O1_0	H3C1_0		H1_0	H2C1O1_1				24	-0.15426904271499975
O1_0	H2C1N1_0		H1O1_0	H1C1N1_0				25	-0.26256620642799966
O1_0	H2C1N1_0		H1O1_0	H1C1N1_1				25	-0.23065937569299955
O1_0	H2C1N1_1		H1O1_0	H1C1N1_0				25	-0.20592196217299907
O1_0	H2C1N1_1		H1O1_0	H1C1N1_1				25	-0.17401513143799896
O1_0	H2C1N1_2		H1O1_0	H1C1N1_0				25	-0.21687910356500062
O1_0	H2C1N1_2		H1O1_0	H1C1N1_1				25	-0.1849722728300005
O1_0	H2C3_0		C1O1_0	H2C2_0				26	-0.42056036747299963
O1_0	H2C3_0		C1O1_0	H2C2_1				26	-0.3338426578789999
O1_0	H2C3_1		C1O1_0	H2C2_0				26	-0.3363955764099984
O1_0	H2C3_1		C1O1_0	H2C2_1				26	-0.24967786681599868
O1_0	H2C3_2		C1O1_0	H2C2_0				26	-0.3368930051839989
O1_0	H2C3_2		C1O1_0	H2C2_1				26	-0.2501752955899992
O1_0	H2C3_3		C1O1_0	H2C2_0				26	-0.3157865426629982
O1_0	H2C3_3		C1O1_0	H2C2_1				26	-0.2290688330689985
O1_0	C5_0		C1O1_0	C4_0				27	-0.26514545189999694
O1_0	C5_0		C1O1_0	C4_1				27	-0.24171688693899895
O1_0	C5_0		C1O1_0	C4_2				27	-0.25127181459799885
O1_0	C5_0		C1O1_0	C4_3				27	-0.31985091144199984
O1_0	C5_0		C1O1_0	C4_4				27	-0.13122291202199676
O1_0	C5_1		C1O1_0	C4_0				27	-0.16960726688599692
O1_0	C5_1		C1O1_0	C4_1				27	-0.14617870192499893
O1_0	C5_1		C1O1_0	C4_2				27	-0.15573362958399883
O1_0	C5_1		C1O1_0	C4_3				27	-0.22431272642799982
O1_0	C5_1		C1O1_0	C4_4				27	-0.03568472700799674
O1_0	C5_2		C1O1_0	C4_0				27	-0.2508312273889999
O1_0	C5_2		C1O1_0	C4_1				27	-0.2274026624280019
O1_0	C5_2		C1O1_0	C4_2				27	-0.2369575900870018
O1_0	C5_2		C1O1_0	C4_3				27	-0.3055366869310028
O1_0	C5_2		C1O1_0	C4_4				27	-0.1169086875109997
O1_0	C5_3		C1O1_0	C4_0				27	-0.528239372110999
O1_0	C5_3		C1O1_0	C4_1				27	-0.504810807150001
O1_0	C5_3		C1O1_0	C4_2				27	-0.5143657348090009
O1_0	C5_3		C1O1_0	C4_3				27	-0.5829448316530019
O1_0	C5_3		C1O1_0	C4_4				27	-0.39431683223299885
O1_0	C5_4		C1O1_0	C4_0				27	-0.32007230293599775
O1_0	C5_4		C1O1_0	C4_1				27	-0.29664373797499977
O1_0	C5_4		C1O1_0	C4_2				27	-0.30619866563399967
O1_0	C5_4		C1O1_0	C4_3				27	-0.37477776247800065
O1_0	C5_4		C1O1_0	C4_4				27	-0.18614976305799757
O1_0	C5_5		C1O1_0	C4_0				27	-0.30870523058699817
O1_0	C5_5		C1O1_0	C4_1				27	-0.2852766656260002
O1_0	C5_5		C1O1_0	C4_2				27	-0.2948315932850001
O1_0	C5_5		C1O1_0	C4_3				27	-0.36341069012900107
O1_0	C5_5		C1O1_0	C4_4				27	-0.174782690708998
O1_0	C5_6		C1O1_0	C4_0				27	-0.27029706009300014
O1_0	C5_6		C1O1_0	C4_1				27	-0.24686849513200215
O1_0	C5_6		C1O1_0	C4_2				27	-0.25642342279100205
O1_0	C5_6		C1O1_0	C4_3				27	-0.32500251963500304
O1_0	C5_6		C1O1_0	C4_4				27	-0.13637452021499996
O1_0	C5_7		C1O1_0	C4_0				27	-0.25083051454099703
O1_0	C5_7		C1O1_0	C4_1				27	-0.22740194957999904
O1_0	C5_7		C1O1_0	C4_2				27	-0.23695687723899894
O1_0	C5_7		C1O1_0	C4_3				27	-0.30553597408299993
O1_0	C5_7		C1O1_0	C4_4				27	-0.11690797466299685
O1_0	C5_8		C1O1_0	C4_0				27	-0.3243381599849968
O1_0	C5_8		C1O1_0	C4_1				27	-0.30090959502399883
O1_0	C5_8		C1O1_0	C4_2				27	-0.31046452268299873
O1_0	C5_8		C1O1_0	C4_3				27	-0.3790436195269997
O1_0	C5_8		C1O1_0	C4_4				27	-0.19041562010699664
O1_0	C5_9		C1O1_0	C4_0				27	-0.26686399453999954
O1_0	C5_9		C1O1_0	C4_1				27	-0.24343542957900155
O1_0	C5_9		C1O1_0	C4_2				27	-0.25299035723800145
O1_0	C5_9		C1O1_0	C4_3				27	-0.32156945408200244
O1_0	C5_9		C1O1_0	C4_4				27	-0.13294145466199936
O1_0	C5_10		C1O1_0	C4_0				27	-0.2553200157539983
O1_0	C5_10		C1O1_0	C4_1				27	-0.23189145079300033
O1_0	C5_10		C1O1_0	C4_2				27	-0.24144637845200023
O1_0	C5_10		C1O1_0	C4_3				27	-0.3100254752960012
O1_0	C5_10		C1O1_0	C4_4				27	-0.12139747587599814
O1_0	C5_11		C1O1_0	C4_0				27	-0.32839695919599876
O1_0	C5_11		C1O1_0	C4_1				27	-0.3049683942350008
O1_0	C5_11		C1O1_0	C4_2				27	-0.3145233218940007
O1_0	C5_11		C1O1_0	C4_3				27	-0.38310241873800166
O1_0	C5_11		C1O1_0	C4_4				27	-0.19447441931799858
O1_0	C5_12		C1O1_0	C4_0				27	-0.25536596560299785
O1_0	C5_12		C1O1_0	C4_1				27	-0.23193740064199986
O1_0	C5_12		C1O1_0	C4_2				27	-0.24149232830099976
O1_0	C5_12		C1O1_0	C4_3				27	-0.31007142514500075
O1_0	C5_12		C1O1_0	C4_4				27	-0.12144342572499767
O1_0	H1C4_0		C1O1_0	H1C3_0				28	-0.27822716927999736
O1_0	H1C4_0		C1O1_0	H1C3_1				28	-0.37001572843699826
O1_0	H1C4_0		C1O1_0	H1C3_2				28	-0.3482686052269983
O1_0	H1C4_1		C1O1_0	H1C3_0				28	-0.18589136692099828
O1_0	H1C4_1		C1O1_0	H1C3_1				28	-0.2776799260779992
O1_0	H1C4_1		C1O1_0	H1C3_2				28	-0.25593280286799924
O1_0	H1C4_2		C1O1_0	H1C3_0				28	-0.19926500396499947
O1_0	H1C4_2		C1O1_0	H1C3_1				28	-0.29105356312200037
O1_0	H1C4_2		C1O1_0	H1C3_2				28	-0.26930643991200043
O1_0	H1C4_3		C1O1_0	H1C3_0				28	-0.19715839414999792
O1_0	H1C4_3		C1O1_0	H1C3_1				28	-0.2889469533069988
O1_0	H1C4_3		C1O1_0	H1C3_2				28	-0.2671998300969989
O1_0	H1C4_4		C1O1_0	H1C3_0				28	-0.34235639359399883
O1_0	H1C4_4		C1O1_0	H1C3_1				28	-0.43414495275099974
O1_0	H1C4_4		C1O1_0	H1C3_2				28	-0.4123978295409998
O1_0	H1C4_5		C1O1_0	H1C3_0				28	-0.11504419183399861
O1_0	H1C4_5		C1O1_0	H1C3_1				28	-0.20683275099099951
O1_0	H1C4_5		C1O1_0	H1C3_2				28	-0.18508562778099957
O1_0	H1C4_6		C1O1_0	H1C3_0				28	-0.20484730033399856
O1_0	H1C4_6		C1O1_0	H1C3_1				28	-0.29663585949099947
O1_0	H1C4_6		C1O1_0	H1C3_2				28	-0.2748887362809995
O1_0	H1C4_7		C1O1_0	H1C3_0				28	-0.2679869988669985
O1_0	H1C4_7		C1O1_0	H1C3_1				28	-0.3597755580239994
O1_0	H1C4_7		C1O1_0	H1C3_2				28	-0.33802843481399947
O1_0	C4N1_0		C1O1_0	C3N1_0				29	-0.21618876372399853
O1_0	C4N1_0		C1O1_0	C3N1_1				29	-0.14561410702399868
O1_0	C4N1_0		C1O1_0	C3N1_2				29	-0.2750896724179981
O1_0	C4N1_0		C1O1_0	C3N1_3				29	-0.21192359932100047
O1_0	C4N1_0		C1O1_0	C3N1_4				29	-0.21192193944699866
O1_0	C4N1_0		C1O1_0	C3N1_5				29	-0.22606745014999774
O1_0	C4N1_0		C1O1_0	C3N1_6				29	-0.3321426852910001
O1_0	C4N1_0		C1O1_0	C3N1_7				29	-0.2989553248349992
O1_0	C4N1_0		C1O1_0	C3N1_8				29	-0.229760062842999
O1_0	C4N1_1		C1O1_0	C3N1_0				29	-0.24782660603599993
O1_0	C4N1_1		C1O1_0	C3N1_1				29	-0.17725194933600008
O1_0	C4N1_1		C1O1_0	C3N1_2				29	-0.3067275147299995
O1_0	C4N1_1		C1O1_0	C3N1_3				29	-0.24356144163300186
O1_0	C4N1_1		C1O1_0	C3N1_4				29	-0.24355978175900006
O1_0	C4N1_1		C1O1_0	C3N1_5				29	-0.25770529246199914
O1_0	C4N1_1		C1O1_0	C3N1_6				29	-0.3637805276030015
O1_0	C4N1_1		C1O1_0	C3N1_7				29	-0.3305931671470006
O1_0	C4N1_1		C1O1_0	C3N1_8				29	-0.2613979051550004
O1_0	C4N1_2		C1O1_0	C3N1_0				29	-0.2989141553349981
O1_0	C4N1_2		C1O1_0	C3N1_1				29	-0.22833949863499825
O1_0	C4N1_2		C1O1_0	C3N1_2				29	-0.35781506402899765
O1_0	C4N1_2		C1O1_0	C3N1_3				29	-0.29464899093200003
O1_0	C4N1_2		C1O1_0	C3N1_4				29	-0.29464733105799823
O1_0	C4N1_2		C1O1_0	C3N1_5				29	-0.3087928417609973
O1_0	C4N1_2		C1O1_0	C3N1_6				29	-0.41486807690199967
O1_0	C4N1_2		C1O1_0	C3N1_7				29	-0.38168071644599877
O1_0	C4N1_2		C1O1_0	C3N1_8				29	-0.31248545445399856
O1_0	C4N1_3		C1O1_0	C3N1_0				29	-0.27318471050699955
O1_0	C4N1_3		C1O1_0	C3N1_1				29	-0.2026100538069997
O1_0	C4N1_3		C1O1_0	C3N1_2				29	-0.3320856192009991
O1_0	C4N1_3		C1O1_0	C3N1_3				29	-0.2689195461040015
O1_0	C4N1_3		C1O1_0	C3N1_4				29	-0.2689178862299997
O1_0	C4N1_3		C1O1_0	C3N1_5				29	-0.28306339693299876
O1_0	C4N1_3		C1O1_0	C3N1_6				29	-0.3891386320740011
O1_0	C4N1_3		C1O1_0	C3N1_7				29	-0.3559512716180002
O1_0	C4N1_3		C1O1_0	C3N1_8				29	-0.286756009626
O1_0	C4N1_4		C1O1_0	C3N1_0				29	-0.30557625277399936
O1_0	C4N1_4		C1O1_0	C3N1_1				29	-0.2350015960739995
O1_0	C4N1_4		C1O1_0	C3N1_2				29	-0.3644771614679989
O1_0	C4N1_4		C1O1_0	C3N1_3				29	-0.3013110883710013
O1_0	C4N1_4		C1O1_0	C3N1_4				29	-0.3013094284969995
O1_0	C4N1_4		C1O1_0	C3N1_5				29	-0.31545493919999856
O1_0	C4N1_4		C1O1_0	C3N1_6				29	-0.42153017434100093
O1_0	C4N1_4		C1O1_0	C3N1_7				29	-0.388342813885
O1_0	C4N1_4		C1O1_0	C3N1_8				29	-0.3191475518929998
O1_0	C4N1_5		C1O1_0	C3N1_0				29	-0.3883607753089997
O1_0	C4N1_5		C1O1_0	C3N1_1				29	-0.31778611860899986
O1_0	C4N1_5		C1O1_0	C3N1_2				29	-0.44726168400299926
O1_0	C4N1_5		C1O1_0	C3N1_3				29	-0.38409561090600164
O1_0	C4N1_5		C1O1_0	C3N1_4				29	-0.38409395103199984
O1_0	C4N1_5		C1O1_0	C3N1_5				29	-0.3982394617349989
O1_0	C4N1_5		C1O1_0	C3N1_6				29	-0.5043146968760013
O1_0	C4N1_5		C1O1_0	C3N1_7				29	-0.4711273364200004
O1_0	C4N1_5		C1O1_0	C3N1_8				29	-0.40193207442800016
O1_0	C4N1_6		C1O1_0	C3N1_0				29	-0.21205340403500017
O1_0	C4N1_6		C1O1_0	C3N1_1				29	-0.14147874733500032
O1_0	C4N1_6		C1O1_0	C3N1_2				29	-0.2709543127289997
O1_0	C4N1_6		C1O1_0	C3N1_3				29	-0.2077882396320021
O1_0	C4N1_6		C1O1_0	C3N1_4				29	-0.2077865797580003
O1_0	C4N1_6		C1O1_0	C3N1_5				29	-0.22193209046099938
O1_0	C4N1_6		C1O1_0	C3N1_6				29	-0.32800732560200174
O1_0	C4N1_6		C1O1_0	C3N1_7				29	-0.29481996514600084
O1_0	C4N1_6		C1O1_0	C3N1_8				29	-0.22562470315400063
O1_0	C4N1_7		C1O1_0	C3N1_0				29	-0.1778996472009986
O1_0	C4N1_7		C1O1_0	C3N1_1				29	-0.10732499050099875
O1_0	C4N1_7		C1O1_0	C3N1_2				29	-0.23680055589499815
O1_0	C4N1_7		C1O1_0	C3N1_3				29	-0.17363448279800053
O1_0	C4N1_7		C1O1_0	C3N1_4				29	-0.17363282292399873
O1_0	C4N1_7		C1O1_0	C3N1_5				29	-0.1877783336269978
O1_0	C4N1_7		C1O1_0	C3N1_6				29	-0.2938535687680002
O1_0	C4N1_7		C1O1_0	C3N1_7				29	-0.26066620831199927
O1_0	C4N1_7		C1O1_0	C3N1_8				29	-0.19147094631999906
O1_0	C4N1_8		C1O1_0	C3N1_0				29	-0.26669128411899834
O1_0	C4N1_8		C1O1_0	C3N1_1				29	-0.1961166274189985
O1_0	C4N1_8		C1O1_0	C3N1_2				29	-0.3255921928129979
O1_0	C4N1_8		C1O1_0	C3N1_3				29	-0.2624261197160003
O1_0	C4N1_8		C1O1_0	C3N1_4				29	-0.26242445984199847
O1_0	C4N1_8		C1O1_0	C3N1_5				29	-0.27656997054499755
O1_0	C4N1_8		C1O1_0	C3N1_6				29	-0.3826452056859999
O1_0	C4N1_8		C1O1_0	C3N1_7				29	-0.349457845229999
O1_0	C4N1_8		C1O1_0	C3N1_8				29	-0.2802625832379988
O1_0	C4N1_9		C1O1_0	C3N1_0				29	-0.3055764185690002
O1_0	C4N1_9		C1O1_0	C3N1_1				29	-0.23500176186900035
O1_0	C4N1_9		C1O1_0	C3N1_2				29	-0.36447732726299975
O1_0	C4N1_9		C1O1_0	C3N1_3				29	-0.30131125416600213
O1_0	C4N1_9		C1O1_0	C3N1_4				29	-0.3013095942920003
O1_0	C4N1_9		C1O1_0	C3N1_5				29	-0.3154551049949994
O1_0	C4N1_9		C1O1_0	C3N1_6				29	-0.42153034013600177
O1_0	C4N1_9		C1O1_0	C3N1_7				29	-0.38834297968000087
O1_0	C4N1_9		C1O1_0	C3N1_8				29	-0.31914771768800065
O1_0	C4N1_10		C1O1_0	C3N1_0				29	-0.28660354815399813
O1_0	C4N1_10		C1O1_0	C3N1_1				29	-0.21602889145399828
O1_0	C4N1_10		C1O1_0	C3N1_2				29	-0.3455044568479977
O1_0	C4N1_10		C1O1_0	C3N1_3				29	-0.28233838375100007
O1_0	C4N1_10		C1O1_0	C3N1_4				29	-0.28233672387699826
O1_0	C4N1_10		C1O1_0	C3N1_5				29	-0.29648223457999734
O1_0	C4N1_10		C1O1_0	C3N1_6				29	-0.4025574697209997
O1_0	C4N1_10		C1O1_0	C3N1_7				29	-0.3693701092649988
O1_0	C4N1_10		C1O1_0	C3N1_8				29	-0.3001748472729986
O1_0	C4N1_11		C1O1_0	C3N1_0				29	-0.2478217346379985
O1_0	C4N1_11		C1O1_0	C3N1_1				29	-0.17724707793799865
O1_0	C4N1_11		C1O1_0	C3N1_2				29	-0.30672264333199806
O1_0	C4N1_11		C1O1_0	C3N1_3				29	-0.24355657023500044
O1_0	C4N1_11		C1O1_0	C3N1_4				29	-0.24355491036099863
O1_0	C4N1_11		C1O1_0	C3N1_5				29	-0.2577004210639977
O1_0	C4N1_11		C1O1_0	C3N1_6				29	-0.3637756562050001
O1_0	C4N1_11		C1O1_0	C3N1_7				29	-0.3305882957489992
O1_0	C4N1_11		C1O1_0	C3N1_8				29	-0.26139303375699896
O1_0	C4N1_12		C1O1_0	C3N1_0				29	-0.4122191832329989
O1_0	C4N1_12		C1O1_0	C3N1_1				29	-0.34164452653299904
O1_0	C4N1_12		C1O1_0	C3N1_2				29	-0.47112009192699844
O1_0	C4N1_12		C1O1_0	C3N1_3				29	-0.4079540188300008
O1_0	C4N1_12		C1O1_0	C3N1_4				29	-0.407952358955999
O1_0	C4N1_12		C1O1_0	C3N1_5				29	-0.4220978696589981
O1_0	C4N1_12		C1O1_0	C3N1_6				29	-0.5281731048000005
O1_0	C4N1_12		C1O1_0	C3N1_7				29	-0.49498574434399956
O1_0	C4N1_12		C1O1_0	C3N1_8				29	-0.42579048235199934
